IncidentID,IncidentDate,BearsObservedID,CaseNumber,IncidentDescription
2111,05-Apr-11,-1,11-0597,"Bear obtained a bag of oranges, toothpaste, and donuts from a locker visitors left open. Visitors left locker in front of their cabin open and briefly went inside. They heard a noise outside, opened the door, and a bear was eating food. The girls closed t"
2113,05-Apr-11,-1,11-0596,"The visitor had thought they properly locked the bear locker. They walked 15 ft. away, turned around, and saw the bear in the locker. The bear grabbed a bag of food and ran off with it. There was approximately $30 worth of food inside. The visitor did not"
2112,05-Apr-11,-1,11-0595,"Bear obtained bagels, hamburger meat, chips, deli meat, bread, and candy. Visitor was going out in the early morning to use the bathroom. Visitor saw a bear on food at his locker. Visitor yelled, and the bear immediately ran away and didn’t come back. Vis"
2119,07-Apr-11,-1,11-0630,A visitor was getting something from their locker and a bear charged their locker and grabbed a loaf of bread as the visitor backed away. This is a secondhand report.
2120,10-Apr-11,-1,11-0631,"The bear approached the campsite while the visitors were in it. The food locker was open, but the visitors were less than ten feet away from it. Both men in the site became afraid of the bear and backed away from the site. The bear went to the locker and "
2121,11-Apr-11,0,11-0640,A ripped pack was found along the side of the Happy Isles road between the second loop of Upper Pines and the road in some bushes. There was lots of food garbage in the immediate area that had been ripped into. The pack was destroyed. The origin of the pa
2115,12-Apr-11,-1,11-0649,"The bear obtained M&M's, chocolate bars, butter, jerky, and edamame. The visitors were sleeping in their tent and heard a loud noise and heard a bear in their locker. They shined a light on the bear and saw it take a pack that was in the locker. The visit"
2122,13-Apr-11,-1,11-0657,"The bear obtained peanut butter, lunch meat, and cheese, among other items. The visitors saw a bear at their locker and scared it away. They re-latched the locker and cleaned up. This is a secondhand report from the camp host."
2130,14-Apr-11,-1,11-0663,A bear got a large amount of food from a locker. Unknown details to incident.
2116,14-Apr-11,0,11-0660,"A partial case of water and Gatorade was left in the vehicle. The bear did not obtain any of the drinks. The bear pried open the back passenger door frame, no bear was seen. There were also paw prints on nearby cars."
2126,24-Apr-11,-1,11-0765,"Campers were in their tent. They heard a bear at the locker. They did not come out of the tent, but hear the bear bang on the door of the locker. There were chairs inside the locker. The bear pulled the chairs out of the locker and damaged them. The bear "
2129,27-Apr-11,0,11-0788,A small amount of food was obtained from a food locker. Visitors claim that the locker was properly latched. No apparent damage to food locker.
2128,06-May-11,0,11-0897,Report is second-hand. The bear box was being loaded while the car was being unloaded. A bear ran off with a significant amount of food. The bear reportedly got into a cooler from the food locker. The bear was reportedly never actually seen. Much of their
2127,08-May-11,-1,11-0939,"Visitors thought they had closed the locker properly, but admitted to assuming they had not secured it. The bear got into an ice chest that was stored in the locker. He ate apple pie, bread, and bacon. The bear set off a car alarm and then left. Visitors "
2124,23-May-11,0,11-1103,Visitors remember latching their locker before going to bed. Visitors heard a bear and were afraid to get out of their tent. They heard it eating chips and thought their neighbors had left chips out. Visitors also smelled the bear outside their tent becau
2123,24-May-11,-1,11-1104,Resources 876 and 877 were following 3081 on telemetry. They heard yelling near the back loop of Curry Tent Cabins. The visitor witnessed a bear (unknown tags) pull out their cooler and packer from their locker and run off with the pack. 876 pursued the b
2147,10-Jun-11,-1,11-1362,"Visitor was sitting in a chair in the dark when he noticed a bear about 5-10 ft. away. He had spilled fajitas on the ground there and not picked them up yet. The bear ate it all. The visitor yelled and the bear came closer to him, he picked up a shovel an"
2173,11-Jun-11,-1,None,"Green 60 got a lunch from a worker but did not get to eat it. Worker retrieved lunch, unsure how it was gotten back."
2183,11-Jun-11,-1,11-1496,The bear got food from visitors while they were preparing for a hike.  The visitors gave a report while in LYV about a bear getting a container of peanut butter while they were in the Valley.  The visitors left their food unattended for a short time and a
2210,11-Jun-11,-1,11-1376,Bear Orange 85 obtained trail mix and sandwich from a backpack that was left out.
2182,13-Jun-11,-1,None,An NPS employee witnessed the bear sitting by a tree at Manure Pile eating what looked like Capri Suns.
2184,17-Jun-11,-1,11-1492,"A bear was chased out of Backpacker's Campground by wildlife technician, Jonathan Lewis, using two shotgun hazing rounds (one bean bag and one rubber slug).  The bear ran out of the camp between large trees at the edge of camp.  On its way out it ran over"
2174,20-Jun-11,0,11-1558,Bear broke driver's window and pulled off the rubber around window. Small scratches on door. Baby car booster seat and water bottles inside. Lots of muddy prints all over door and interior of vehicle. There were cub prints at the bottom of the door and la
2175,20-Jun-11,-1,11-1557,"873 + 876 were following bear 3081 through North Pines and into the stables housing area (DNC). Bear was observed briefly, then it ran off. Next we came upon a residence (#7) whose door was wide open with the light on and no one home. Food was spilled on "
2146,21-Jun-11,-1,None,Green 60 approached the SAR site and grabbed a bag of food briefly with her mouth. People scared her off who were right there.
2176,21-Jun-11,-1,11-1620,"A Big Oak Flat interpretation ranger called the bear hotline with a second hand report of visitors feeding a young bear beef jerky. The visitor was not contacted by NPS. The bear obtained food. The description of the bear was not given, besides it being a"
2171,23-Jun-11,0,11-1624,"Some items were stored in food locker, others were in the hard sided camper that attaches to the bed of their pick-up truck. Visitor claims that the bear shook the camper between the hours of 23:00- 01:30 on the evening of the 22nd. The trailer shook twic"
2181,26-Jun-11,0,11-1685,"While turning off boxes, we saw a pack lying in the middle of the road in the 2nd loop of Upper Pines. O85 was observed and strong on telemetry in camp at the time, but no one observed the bear that got into the pack. The pack contained a 1/2 of a turkey "
2172,27-Jun-11,0,11-1741,Joe at Glacier Point called and left a message saying that a bear went through several food lockers in the parking lot during the night. One of the lockers was not properly locked. Another (GP5) he thought needed maintenance because it was difficult to op
2140,02-Jul-11,-1,None,Green 60 approached a group and took food off the picnic table and was chased off. People in the area were about 10 feet away from the food when it happened.
2149,03-Jul-11,-1,None,"A family was eating lunch on the roadside/bike path across the road from Housekeeping Camp. A man was reported to be feeding Yellow 15. Unknown how much food was obtained by the bear. LE wrote a citation. The LE said he chased Y15 into the woods, but she "
2168,03-Jul-11,-1,11-1858,Bear took a pack with a wrapper and orange peel. The pack was recovered with a hole in it. The bear took the pack while the visitors were in their site.
2139,04-Jul-11,-1,None,"At approximately 0200 hours, Talbott awoke to the site and sounds of Green 60 ripping through his bug tent which is connected to his main tent. Talbott confirmed the bear to be Green 60 as he hazed her away. Approximately 30 minutes later, Talbott awoke a"
