IncidentID,IncidentDate,IncidentTime,Location,LocationDetail,Subdistrict,BlameFactorDesc,IncidentDescription,PropertyTypeID,DamageAmount
1904,2010-08-09,11:00:00,White Wolf Campground,campsite neighboring site 14,White Wolf,Improper food storage,"Visitor's food was stored in their locker, but it was improperly latched. The Ranger showed the visitors how to properly lock it. Visitors said that the bear was able to open the locker when it was locked, but they had done it wrong. Neighbors in site 14 also reported 2 sandwiches were eaten at site 12.",18,3
1905,2010-08-10,,Yosemite Creek Campground,,Tioga Corridor,Unknown,A bear got into the visitors tent while they were sleeping in the car. No food was in the tent. The tent poles were snapped and the tent had tears in it.,11,100
1906,2010-08-10,23:37:00,Crane Flat Campground,site 424,Big Oak Flat,Visitors afraid of bear,"A family was sitting at a picnic table in site 424 when an untagged bear began to eat the food that was left on the picnic table. As the bear was eating the food, a male visitor tried to get the bear out of the campsite by hitting it with a roll of aluminum foil.",18,50
1907,2010-08-10,3:50:00,Lower Pines Campground,Site 19,Yosemite Valley,Food Conditioned Behavior,"Food obtained by bear includes peanut butter, trail mix bars, pretzels, Asian crackers, and cheerios. The visitors claimed that they locked their locker properly. Resource 91 and resource 93 scared the bear across the river, but only after firing a screamer he slowly meandered across the river with a tub of peanut butter.",18,20
1908,2010-08-10,16:00:00,Yosemite Creek Campground,site 41,Tioga Corridor,Bluff Charge - Conditioned Behavior,Visitors were inside their tent in campsite 41. Blue 55 entered campsite and took a cooler while visitors were nearby. The bear came back to the site and showed his teeth and charged the visitors. The bear left after all of the food was gone.,18,100
1909,2010-08-11,20:50:00,Upper Pines Campground,site 213,Yosemite Valley,Improper food storage,Campers left their bear locker open while sitting around their camp fire. The bear took their food and the visitors yelled at the bear. The bear obtained a bag of peanuts and shells.,18,5
1910,2010-08-11,21:30:00,Upper Pines Campground,Site #67,Yosemite Valley,Food Conditioned Behavior,Food was stored properly but a small amount of brownies were on table in site. Bear jumped on table with 1 camper present and took food.,18,5
1911,2010-08-11,22:00:00,Porcupine Flat Campground,Site #4,Tioga Corridor,Improper food storage,Visitor was standing next to the food locker and heard foraging in the locker. Visitor looked thinking it was the neighbor and the bear took off with a nag of groceries. The visitors made noise and threw rocks at the bear while it was eating just outside of the campsite. At this time Resource 92 arrived at the campsite tracking the bear with telemetry and noticed the excitement. Res. 92 walked onto the scene and hazed the bear off the food and across the road using the paintball gun and yelling. The bear then showed up within 5 minutes after taking the report. The bear was hazed again using the paintball gun and yelling.,18,25
1912,2010-08-11,3:30:00,Upper Pines Campground,Site #80,Yosemite Valley,Improper food storage,"Hotdogs, chips, dried fruit, etc. were taken by a big bear. The locker was not closed properly. The visitor threw her shoe at the bear while he was in her locker and the bear charged the woman and took her other shoe out of her hand and took it back to the locker and continued eating. Many visitors were on scene yelling, dogs barking and one man used bear spray. The third time spraying the bear, it slowly wandered off. White 88 matched the behavioral characteristics of the report/ description.",18,30
1913,2010-08-11,4:30:00,Tuolumne Campground,Site A6,Tuolumne Meadows,Improper food storage,Visitor left food sitting on front seat from day hike. The bear broke into the passenger side window and took 3 granola bars and trail mix. Person in next site over heard noise at approximately 04:30 and saw a sow with 2 cubs.,17,200
1913,2010-08-11,4:30:00,Tuolumne Campground,Site A6,Tuolumne Meadows,Improper food storage,Visitor left food sitting on front seat from day hike. The bear broke into the passenger side window and took 3 granola bars and trail mix. Person in next site over heard noise at approximately 04:30 and saw a sow with 2 cubs.,18,20
1914,2010-08-11,,Upper Pines Campground,Site #47,Yosemite Valley,Unknown,Bear damaged left side passenger window (broken out). No signs of food taken.,17,200
1915,2010-08-11,6:45:00,John Muir Trail above LYV,Sunrise Creek area,Wilderness,Food Conditioned Behavior,People were eating breakfast and had oatmeal packets sitting next to them and slightly behind them. Bear snatched oatmeal and ran off.,18,5
1916,2010-08-12,22:30:00,Yosemite Creek Campground,Site #70,Tioga Corridor,Improper food storage,Visitors were sitting around their campfire with their locker cracked open approximately 8-10 feet away. They heard a noise and a bear was in their locker. It grabbed a large bag of trail mix and ran across the creek and ate it all. The bear came back but they had closed their locker.,18,10
1917,2010-08-12,12:30:00,Panorama Trail,Illouette Falls,Wilderness,Visitors afraid of bear,RP witnessed bears coming over to 3 people having lunch and tearing into the backpack of one of them.,12,20
1918,2010-08-12,21:00:00,Upper Pines Campground,Site #231,Yosemite Valley,Improper food storage,Visitors sitting at picnic table with their locker open. Bear came into campsite and took a loaf of bread.,18,4
1919,2010-08-12,18:00:00,Yosemite Creek Campground,Site #37,Tioga Corridor,Visitors afraid of bear,Blue 55 approached site at 18:00 while the visitors were at their picnic table. The visitors backed off their food and yelled but the bear snatched a loaf of bread and ran off.,18,5
1920,2010-08-12,18:30:00,Yosemite Creek Campground,Site #39,Tioga Corridor,Improper food storage,"Visitors were unable to fit all their food in their locker, so they left a cooler of food out while they went to the valley. The next site over observed the bear entering the site around 18:30 and consuming the contents of the cooler (fruits and fish.) The bear was positively identified as Blue 55 and was unresponsive to efforts to get him to leave the site.",18,40
1921,2010-08-12,21:00:00,Yosemite Creek Campground,Site #56,Tioga Corridor,Food left unguarded in camp,A small dark bear with black legs was seen snatching a bag of trail mix from an occupied campsite.,18,5
1922,2010-07-31,5:30:00,Tuolumne Campground,Site A73,Tuolumne Meadows,Unknown,Sow and cub ate apples from bear locker the 2 days later were seen at bathrooms at A73.,18,10
1923,2010-08-13,6:00:00,Yosemite Creek Campground,Site #48,Tioga Corridor,Improper food storage,The visitors in site 48 heard their car window being broken into at 6:00 am. They positively identified Blue 55 as attempting to enter their car. They began yelling and the bear retreated into the woods. Apparently toiletries were stored in the vehicle and beef jerky and a can of coke were also observed.,17,200
1924,2010-08-13,,Yosemite Creek Campground,Site 36,Tioga Corridor,Food Conditioned Behavior,"The visitors in site 56 were sleeping in their tent when they heard a bear in their site. They heard the bear manipulating a secured bear canister that was on the ground next to their bear locker. They didn’t react because they assumed the bear couldn't get in. However, in the morning they realized the canister had been strategically penetrated at the locking mechanism and the content of ground coffee and Gatorade powder had been consumed.",18,10
1924,2010-08-13,,Yosemite Creek Campground,Site 36,Tioga Corridor,Food Conditioned Behavior,"The visitors in site 56 were sleeping in their tent when they heard a bear in their site. They heard the bear manipulating a secured bear canister that was on the ground next to their bear locker. They didn’t react because they assumed the bear couldn't get in. However, in the morning they realized the canister had been strategically penetrated at the locking mechanism and the content of ground coffee and Gatorade powder had been consumed.",19,60
1925,2010-08-14,0:30:00,Tuolumne Campground,Site A28,Tuolumne Meadows,Improper food storage,"Food in locker, stored improperly (unlatched.) Visitor chased bear and the sow challenged the visitor.",18,5
1926,2010-08-14,1:50:00,Upper Pines Campground,Site #90,Yosemite Valley,Food Conditioned Behavior,"When I arrived at Upper Pines site #90, after getting a call from dispatch about a bear in the site, I observed white 88 in the locker. I hazed white 88 with 2 rubber slugs. He obtained 15 Nature Valley granola bars.",18,5
1927,2010-08-14,15:00:00,Upper Housing NPS,9006 Indian Canyon Rd.,Yosemite Valley,Food Conditioned Behavior,The residents were at home and had their kitchen door open with the screen closed. They heard a noise and ran over to see that the bear had popped the screen off. They chased it off. The bear did not gain entry or obtain food.,15,10
